Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,Attrition
20,Male,Research & Development,Manager,2,Married,6992,2,32,No,No
55,Male,Sales,Sales Executive,2,Single,8542,4,35,No,No
20,Female,Human Resources,Human Resources,2,Single,7646,3,9,Yes,No
47,Female,Research & Development,Sales Executive,4,Married,4465,4,37,No,No
18,Female,Research & Development,Manager,4,Married,9855,1,20,No,No
47,Male,Research & Development,Manager,2,Married,6312,3,30,No,No
49,Male,Sales,Manager,1,Divorced,7697,4,34,No,No
45,Male,Research & Development,Laboratory Technician,1,Married,8101,2,2,No,No
38,Male,Human Resources,Human Resources,1,Divorced,11329,1,18,Yes,No
30,Female,Research & Development,Human Resources,1,Divorced,7036,4,21,No,No
44,Female,Research & Development,Human Resources,3,Married,5869,1,19,No,Yes
53,Male,Human Resources,Laboratory Technician,2,Married,10784,2,35,No,No
24,Female,Sales,Manager,2,Married,8769,3,18,No,No
39,Female,Sales,Manager,3,Married,6765,4,3,No,No
27,Male,Sales,Sales Executive,1,Married,6607,3,31,No,No
56,Female,Research & Development,Laboratory Technician,5,Single,1099,4,7,No,No
32,Female,Research & Development,Research Scientist,5,Single,5781,4,25,No,No
32,Female,Research & Development,Laboratory Technician,3,Single,2493,3,0,No,No
21,Male,Human Resources,Sales Executive,5,Married,-674,3,25,Yes,No
49,Female,Research & Development,Sales Executive,4,Married,4510,4,8,Yes,No
40,Female,Sales,Sales Executive,2,Married,2546,2,34,No,No
23,Male,Sales,Manager,5,Married,5112,2,17,Yes,No
41,Male,Human Resources,Research Scientist,4,Married,6770,4,18,No,No
37,Male,Sales,Sales Executive,2,Single,7272,3,15,Yes,No
54,Female,Research & Development,Human Resources,4,Single,5726,2,27,Yes,No
37,Male,Sales,Manager,2,Married,2778,4,2,Yes,No
29,Female,Sales,Research Scientist,2,Divorced,5697,1,17,No,No
50,Male,Research & Development,Human Resources,5,Married,3335,4,12,No,No
45,Male,Sales,Research Scientist,3,Single,9508,3,26,No,No
25,Male,Human Resources,Research Scientist,5,Single,5630,4,39,No,No
18,Male,Research & Development,Human Resources,1,Married,3152,1,38,No,No
54,Male,Research & Development,Laboratory Technician,4,Married,3372,1,23,No,Yes
39,Female,Research & Development,Research Scientist,1,Married,6017,4,28,No,No
23,Male,Research & Development,Laboratory Technician,2,Married,6145,1,21,No,No
38,Male,Human Resources,Research Scientist,5,Single,5516,4,25,No,No
49,Male,Sales,Human Resources,1,Divorced,8484,3,19,No,No
52,Female,Sales,Research Scientist,1,Single,3595,3,23,No,No
32,Female,Sales,Sales Executive,1,Single,8508,3,11,No,No
22,Female,Research & Development,Sales Executive,2,Married,5765,2,17,No,No
23,Female,Human Resources,Research Scientist,2,Divorced,8156,4,11,No,No
42,Male,Sales,Human Resources,2,Married,4436,3,37,No,No
57,Male,Research & Development,Human Resources,1,Married,7945,4,31,No,No
46,Male,Sales,Manager,4,Single,3982,1,22,No,No
24,Male,Sales,Human Resources,5,Single,10118,3,3,No,No
57,Female,Research & Development,Laboratory Technician,5,Single,5800,2,11,Yes,No
30,Male,Sales,Research Scientist,2,Married,4922,3,16,Yes,No
55,Male,Research & Development,Sales Executive,1,Single,3065,2,20,No,No
35,Male,Research & Development,Human Resources,4,Married,6421,1,36,No,No
19,Female,Research & Development,Sales Executive,3,Single,5628,4,28,No,No
25,Female,Research & Development,Manager,2,Married,2657,1,5,No,No
28,Male,Research & Development,Research Scientist,3,Married,4159,1,27,No,No
50,Male,Research & Development,Human Resources,5,Married,1114,1,7,No,No
55,Female,Sales,Sales Executive,5,Single,3175,1,30,Yes,Yes
44,Female,Research & Development,Human Resources,4,Married,5692,1,19,Yes,No
37,Male,Sales,Manager,4,Married,6884,4,15,Yes,No
29,Male,Sales,Sales Executive,3,Married,5190,2,12,No,No
48,Female,Research & Development,Sales Executive,5,Married,7178,1,14,No,No
44,Female,Research & Development,Research Scientist,4,Single,3603,3,12,No,No
49,Male,Sales,Research Scientist,4,Married,7109,2,1,Yes,No
27,Female,Sales,Sales Executive,5,Married,5806,2,19,No,No
20,Female,Sales,Research Scientist,5,Married,5484,3,27,Yes,No
44,Female,Sales,Sales Executive,1,Married,5991,3,17,No,Yes
52,Female,Research & Development,Laboratory Technician,4,Single,4501,3,6,No,No
48,Female,Sales,Human Resources,3,Single,2164,3,20,No,No
32,Male,Research & Development,Laboratory Technician,2,Single,3387,3,38,Yes,No
33,Female,Research & Development,Laboratory Technician,2,Divorced,2470,1,8,No,No
30,Male,Research & Development,Human Resources,5,Single,5430,2,9,Yes,No
52,Female,Research & Development,Sales Executive,3,Married,7706,3,30,Yes,No
28,Male,Sales,Sales Executive,1,Married,9709,3,12,Yes,No
38,Female,Sales,Research Scientist,4,Married,4847,4,4,No,No
28,Male,Research & Development,Manager,1,Single,5598,2,39,Yes,Yes
47,Male,Sales,Sales Executive,3,Single,10706,2,37,No,No
52,Male,Research & Development,Human Resources,1,Married,4993,1,35,Yes,No
39,Female,Sales,Manager,5,Single,4433,2,1,No,No
55,Female,Sales,Human Resources,2,Single,5673,3,5,No,No
48,Female,Sales,Human Resources,5,Single,4938,4,12,No,No
31,Male,Sales,Human Resources,4,Married,4303,2,28,No,No
41,Male,Human Resources,Manager,5,Single,2480,4,13,Yes,No
49,Female,Sales,Laboratory Technician,3,Single,9981,3,29,No,No
53,Female,Research & Development,Human Resources,3,Single,7376,4,24,No,No
49,Female,Research & Development,Research Scientist,4,Single,10041,2,39,Yes,No
32,Female,Research & Development,Sales Executive,4,Married,8386,2,34,Yes,No
52,Female,Research & Development,Sales Executive,2,Single,6039,1,36,No,No
20,Male,Human Resources,Sales Executive,1,Married,1824,3,6,Yes,No
33,Female,Sales,Manager,2,Single,3727,1,37,No,No
22,Female,Research & Development,Research Scientist,5,Divorced,5128,1,17,Yes,Yes
38,Female,Sales,Research Scientist,1,Single,3590,3,7,No,No
27,Female,Research & Development,Research Scientist,4,Divorced,1450,2,6,No,No
36,Male,Research & Development,Research Scientist,3,Married,3772,4,33,No,No
42,Male,Research & Development,Research Scientist,5,Married,5514,1,35,Yes,No
21,Male,Sales,Laboratory Technician,2,Divorced,9974,2,9,Yes,No
46,Male,Sales,Research Scientist,4,Single,4317,2,39,No,No
36,Female,Research & Development,Research Scientist,1,Single,7638,1,28,No,No
19,Female,Research & Development,Manager,1,Single,3558,1,15,Yes,Yes
27,Male,Sales,Manager,3,Single,5438,1,24,No,No
42,Male,Human Resources,Research Scientist,4,Single,5914,2,28,Yes,No
37,Female,Human Resources,Laboratory Technician,4,Married,10000,3,7,No,No
36,Female,Research & Development,Research Scientist,5,Single,-675,3,19,No,No
40,Male,Research & Development,Research Scientist,5,Single,3971,1,35,Yes,No
41,Female,Sales,Research Scientist,1,Single,6617,4,26,No,No
28,Male,Human Resources,Human Resources,2,Married,7045,2,12,No,Yes
51,Male,Research & Development,Laboratory Technician,1,Divorced,3057,4,25,No,No
45,Male,Sales,Sales Executive,5,Married,5903,1,24,Yes,No
22,Male,Research & Development,Research Scientist,5,Married,6032,2,27,Yes,No
22,Male,Sales,Sales Executive,5,Single,9678,3,8,No,No
38,Female,Research & Development,Laboratory Technician,1,Married,6521,3,25,No,No
29,Female,Sales,Research Scientist,4,Single,5645,4,11,No,No
21,Male,Research & Development,Sales Executive,2,Divorced,4240,1,25,No,No
59,Male,Research & Development,Sales Executive,2,Married,7519,4,21,Yes,No
37,Male,Research & Development,Laboratory Technician,5,Single,5362,1,0,Yes,No
55,Female,Sales,Research Scientist,3,Divorced,4583,3,11,No,No
42,Female,Research & Development,Human Resources,1,Divorced,3549,2,23,No,No
31,Male,Research & Development,Laboratory Technician,4,Married,5257,3,29,No,No
28,Male,Sales,Human Resources,5,Single,7746,4,13,No,No
49,Female,Human Resources,Research Scientist,3,Married,4717,2,22,No,No
28,Female,Research & Development,Sales Executive,5,Single,6086,1,1,No,No
35,Male,Research & Development,Laboratory Technician,3,Single,4607,3,2,Yes,No
44,Female,Sales,Laboratory Technician,2,Single,6426,1,5,No,No
35,Female,Sales,Laboratory Technician,3,Married,6208,3,18,No,No
40,Male,Sales,Manager,2,Married,4032,1,20,Yes,No
28,Male,Research & Development,Research Scientist,2,Single,8079,3,19,No,No
38,Male,Sales,Manager,1,Divorced,2359,3,20,No,No
22,Female,Research & Development,Laboratory Technician,3,Single,8838,1,39,No,No
40,Female,Sales,Laboratory Technician,4,Single,6822,3,3,No,No
58,Female,Sales,Human Resources,4,Married,7469,3,24,No,No
42,Female,Research & Development,Manager,3,Married,1873,3,6,Yes,Yes
58,Female,Human Resources,Sales Executive,1,Divorced,5872,4,6,No,No
27,Female,Sales,Research Scientist,4,Married,9834,3,32,No,No
39,Female,Research & Development,Sales Executive,5,Single,5636,1,25,No,No
36,Male,Research & Development,Sales Executive,4,Divorced,6325,1,16,Yes,No
18,Male,Research & Development,Research Scientist,1,Divorced,3139,4,7,No,No
24,Female,Research & Development,Laboratory Technician,2,Single,2402,3,25,No,No
21,Female,Human Resources,Human Resources,2,Married,6575,4,14,Yes,No
18,Male,Sales,Laboratory Technician,2,Married,4304,4,19,No,No
32,Female,Research & Development,Laboratory Technician,1,Married,4615,3,18,Yes,No
57,Female,Research & Development,Manager,2,Divorced,6157,1,6,No,No
29,Male,Research & Development,Sales Executive,2,Single,7715,3,0,No,No
39,Female,Sales,Sales Executive,1,Married,7314,4,38,Yes,No
39,Male,Human Resources,Sales Executive,5,Single,6249,2,36,No,No
34,Female,Research & Development,Human Resources,4,Married,8217,4,17,No,No
46,Male,Sales,Human Resources,1,Married,8609,1,7,No,No
31,Female,Sales,Human Resources,1,Single,5670,3,14,No,No
37,Male,Human Resources,Research Scientist,3,Single,10170,2,5,No,No
50,Male,Sales,Human Resources,2,Divorced,3281,4,36,No,No
32,Female,Research & Development,Manager,5,Married,2167,4,21,No,No
29,Male,Sales,Manager,3,Married,9458,4,10,Yes,Yes
57,Male,Sales,Laboratory Technician,5,Single,4249,3,25,No,No
37,Male,Sales,Laboratory Technician,2,Married,-681,3,7,Yes,No
47,Female,Sales,Laboratory Technician,2,Married,5185,4,8,No,No
55,Female,Sales,Laboratory Technician,2,Married,9071,3,12,No,No
20,Male,Research & Development,Manager,4,Single,5231,2,2,No,Yes
45,Female,Research & Development,Laboratory Technician,5,Married,1561,2,2,Yes,No
43,Female,Sales,Manager,5,Single,5275,1,6,No,No
47,Female,Research & Development,Human Resources,3,Single,5535,3,2,No,No
30,Male,Research & Development,Human Resources,1,Married,5159,3,10,Yes,No
30,Female,Research & Development,Research Scientist,2,Single,4202,4,27,No,No
19,Male,Research & Development,Laboratory Technician,2,Single,4320,2,30,No,No
54,Male,Research & Development,Human Resources,3,Married,7819,3,8,No,No
55,Male,Human Resources,Human Resources,5,Married,4550,3,26,No,No
19,Female,Research & Development,Sales Executive,4,Married,6403,3,11,No,No
53,Male,Sales,Sales Executive,5,Married,6394,4,7,No,No
43,Female,Research & Development,Manager,4,Married,4459,2,21,No,No
28,Male,Sales,Research Scientist,4,Single,4119,3,17,No,No
25,Male,Sales,Sales Executive,5,Single,6174,3,29,No,No
57,Male,Research & Development,Research Scientist,2,Married,1869,4,10,Yes,No
39,Male,Research & Development,Human Resources,4,Single,10984,1,1,No,No
37,Male,Sales,Manager,3,Married,4568,4,28,Yes,Yes
25,Male,Research & Development,Research Scientist,3,Married,5023,3,25,No,No
46,Male,Sales,Sales Executive,4,Single,7841,2,13,Yes,No
57,Male,Sales,Human Resources,2,Married,5575,2,27,No,No
43,Male,Human Resources,Laboratory Technician,4,Divorced,4956,3,34,No,No
47,Male,Research & Development,Human Resources,3,Single,2656,1,5,Yes,Yes
34,Female,Research & Development,Sales Executive,3,Single,6254,4,35,No,No
37,Female,Research & Development,Sales Executive,5,Married,4632,3,11,No,No
33,Female,Human Resources,Laboratory Technician,2,Single,11203,3,33,Yes,No
24,Male,Sales,Human Resources,5,Single,5486,3,5,No,No
33,Female,Sales,Research Scientist,1,Single,332,4,36,No,No
44,Female,Research & Development,Research Scientist,4,Married,8375,2,36,No,No
40,Male,Research & Development,Human Resources,5,Married,3499,4,7,No,No
41,Male,Research & Development,Research Scientist,2,Married,6265,3,36,Yes,No
26,Male,Sales,Human Resources,4,Divorced,9512,2,39,No,No
52,Male,Sales,Human Resources,4,Married,5227,1,32,Yes,No
37,Male,Research & Development,Sales Executive,4,Divorced,5488,3,30,No,No
54,Female,Sales,Manager,4,Married,8336,2,33,Yes,No
59,Male,Sales,Sales Executive,4,Single,9563,2,10,No,No
34,Female,Sales,Research Scientist,2,Divorced,5656,2,35,No,No
48,Male,Sales,Manager,1,Single,11056,3,3,Yes,No
25,Male,Research & Development,Human Resources,3,Married,1653,1,16,Yes,No
32,Female,Research & Development,Research Scientist,1,Single,3743,2,15,No,No
48,Female,Sales,Laboratory Technician,3,Married,4806,3,29,No,No
47,Male,Sales,Research Scientist,5,Divorced,8641,2,38,No,No
37,Female,Research & Development,Manager,4,Single,6576,4,4,No,No
56,Female,Sales,Manager,5,Single,4312,2,39,No,No
29,Male,Research & Development,Human Resources,5,Single,3185,3,36,No,No
34,Male,Research & Development,Laboratory Technician,3,Married,2266,2,25,No,No
59,Female,Research & Development,Human Resources,2,Single,7290,2,27,No,No
47,Male,Research & Development,Laboratory Technician,4,Married,5026,4,18,No,No
46,Male,Sales,Laboratory Technician,5,Single,8535,4,20,Yes,No
36,Male,Research & Development,Human Resources,1,Single,2416,3,27,Yes,No
28,Male,Sales,Research Scientist,4,Married,7067,1,18,Yes,Yes
51,Female,Sales,Sales Executive,2,Married,5893,1,35,No,No
24,Male,Sales,Laboratory Technician,4,Single,4466,1,10,No,No
51,Female,Research & Development,Manager,5,Married,4647,1,18,Yes,No
37,Male,Sales,Human Resources,1,Married,6257,3,4,No,No
55,Male,Sales,Research Scientist,5,Single,5921,3,1,No,No
41,Male,Research & Development,Laboratory Technician,2,Single,3770,4,24,Yes,No
27,Female,Human Resources,Research Scientist,3,Married,7289,4,25,No,No
49,Female,Sales,Human Resources,1,Single,9012,1,29,Yes,No
32,Male,Research & Development,Manager,2,Single,5390,4,16,No,No
54,Male,Sales,Laboratory Technician,2,Married,7454,3,20,No,No
37,Female,Human Resources,Laboratory Technician,5,Single,5601,1,19,No,No
20,Female,Sales,Research Scientist,5,Single,12025,2,17,No,No
54,Male,Research & Development,Human Resources,5,Divorced,6034,2,15,No,No
57,Female,Sales,Sales Executive,3,Single,7753,2,27,No,No
25,Female,Research & Development,Laboratory Technician,4,Divorced,8918,4,11,No,No
57,Male,Sales,Manager,4,Single,4397,1,39,No,Yes
40,Male,Sales,Laboratory Technician,5,Married,7764,2,5,Yes,Yes
57,Male,Sales,Laboratory Technician,5,Married,8155,1,23,No,No
28,Female,Sales,Sales Executive,3,Single,7074,3,5,No,No
25,Female,Research & Development,Sales Executive,4,Married,7908,2,16,No,No
46,Male,Research & Development,Human Resources,3,Married,4379,2,18,Yes,No
47,Male,Research & Development,Laboratory Technician,2,Single,11368,2,27,No,No
27,Male,Human Resources,Laboratory Technician,4,Married,3,3,28,No,No
56,Female,Research & Development,Research Scientist,5,Married,3896,1,6,No,No
45,Male,Human Resources,Research Scientist,1,Married,2655,2,18,No,No
53,Male,Sales,Manager,2,Married,10307,2,7,No,No
30,Male,Human Resources,Manager,1,Single,5672,1,7,Yes,Yes
49,Male,Sales,Research Scientist,3,Single,3638,4,4,No,No
53,Male,Research & Development,Manager,3,Married,4486,4,33,No,No
54,Male,Research & Development,Laboratory Technician,3,Divorced,2187,2,20,No,No
43,Male,Research & Development,Sales Executive,5,Single,7568,2,3,No,No
39,Female,Research & Development,Laboratory Technician,3,Married,7820,4,35,Yes,No
21,Male,Sales,Research Scientist,1,Single,6758,4,4,No,Yes
48,Male,Human Resources,Human Resources,2,Married,4210,2,22,No,No
35,Female,Human Resources,Human Resources,5,Married,9815,1,18,No,Yes
55,Male,Human Resources,Research Scientist,2,Married,7954,4,14,No,No
41,Female,Human Resources,Laboratory Technician,3,Divorced,1638,2,13,No,No
40,Male,Research & Development,Manager,4,Single,5515,3,7,Yes,No
39,Male,Human Resources,Manager,5,Single,3107,1,8,No,No
19,Male,Research & Development,Human Resources,3,Divorced,9679,2,39,No,No
48,Male,Research & Development,Research Scientist,5,Single,4878,3,10,No,No
28,Female,Research & Development,Research Scientist,4,Married,2551,4,17,Yes,No
45,Male,Human Resources,Sales Executive,1,Married,5634,3,31,No,No
49,Male,Research & Development,Human Resources,1,Married,9974,3,35,No,No
22,Male,Research & Development,Research Scientist,1,Single,8161,3,20,No,No
55,Male,Sales,Sales Executive,4,Single,4696,4,26,No,No
27,Male,Research & Development,Manager,2,Married,5564,3,20,No,No
57,Male,Human Resources,Human Resources,4,Single,8487,4,10,No,No
41,Male,Sales,Human Resources,4,Married,9486,2,33,No,No
52,Female,Sales,Research Scientist,3,Married,2123,3,4,No,No
40,Male,Sales,Research Scientist,1,Single,6383,1,27,No,No
34,Female,Research & Development,Laboratory Technician,5,Single,5112,2,9,Yes,Yes
18,Female,Sales,Manager,2,Divorced,4781,4,11,No,Yes
48,Male,Research & Development,Manager,5,Married,9355,2,2,No,No
48,Female,Human Resources,Sales Executive,3,Married,2612,3,0,No,No
59,Female,Research & Development,Sales Executive,3,Divorced,8012,4,36,No,No
59,Male,Sales,Laboratory Technician,2,Married,294,3,39,No,No
51,Female,Human Resources,Manager,5,Divorced,4187,2,0,Yes,No
26,Male,Research & Development,Sales Executive,2,Single,6084,1,12,No,Yes
39,Male,Sales,Manager,2,Married,2721,2,37,Yes,No
30,Female,Research & Development,Manager,1,Single,11509,2,14,No,No
42,Male,Research & Development,Sales Executive,5,Married,4206,3,6,No,No
35,Male,Research & Development,Research Scientist,1,Married,4005,1,29,Yes,No
29,Male,Human Resources,Research Scientist,1,Single,4266,3,23,Yes,No
57,Female,Sales,Sales Executive,1,Married,7459,3,7,Yes,No
34,Female,Sales,Laboratory Technician,4,Married,8268,3,2,No,Yes
32,Female,Sales,Human Resources,3,Single,4904,4,14,Yes,No
59,Female,Research & Development,Manager,3,Married,6791,3,35,No,No
32,Male,Research & Development,Human Resources,4,Single,6986,1,13,No,No
32,Male,Research & Development,Sales Executive,2,Divorced,2396,3,26,Yes,Yes
56,Female,Sales,Manager,5,Single,5702,3,29,No,No
30,Female,Human Resources,Human Resources,5,Married,4423,1,36,No,No
34,Male,Human Resources,Research Scientist,5,Single,2108,2,5,Yes,No
49,Male,Sales,Laboratory Technician,1,Single,6533,3,18,No,No
26,Female,Research & Development,Human Resources,5,Married,8537,2,36,No,No
57,Female,Research & Development,Laboratory Technician,5,Married,6109,3,0,No,No
37,Female,Sales,Research Scientist,5,Single,-429,3,24,Yes,Yes
43,Male,Sales,Human Resources,3,Married,4857,4,9,Yes,No
44,Female,Sales,Sales Executive,4,Single,3766,1,25,No,No
38,Female,Sales,Manager,2,Married,10449,1,22,Yes,No
35,Male,Research & Development,Research Scientist,4,Married,5152,2,16,Yes,No
30,Female,Sales,Laboratory Technician,5,Married,1965,4,29,No,No
33,Female,Sales,Laboratory Technician,2,Single,5885,3,26,No,No
26,Female,Research & Development,Research Scientist,2,Married,7588,4,10,No,No
29,Female,Sales,Sales Executive,4,Married,6247,1,3,No,No
55,Female,Research & Development,Sales Executive,4,Single,3993,3,17,Yes,No
36,Female,Research & Development,Laboratory Technician,4,Single,4853,3,18,No,No
24,Male,Research & Development,Research Scientist,4,Single,7913,2,35,No,No
52,Female,Human Resources,Research Scientist,1,Single,6252,4,25,Yes,No
35,Female,Sales,Manager,3,Single,11062,3,0,Yes,No
33,Female,Research & Development,Laboratory Technician,3,Single,6245,1,19,No,No
56,Male,Sales,Sales Executive,5,Married,2179,2,10,No,No
21,Female,Research & Development,Human Resources,1,Single,5500,1,24,No,Yes
42,Male,Research & Development,Sales Executive,2,Single,4591,2,18,No,No
49,Female,Sales,Sales Executive,4,Single,2119,4,31,No,No
57,Female,Research & Development,Human Resources,5,Married,6326,2,0,Yes,No
30,Male,Sales,Laboratory Technician,2,Single,4954,4,0,No,Yes
34,Male,Human Resources,Manager,3,Married,6373,4,2,Yes,No
54,Male,Sales,Sales Executive,2,Married,10575,3,39,No,No
23,Male,Research & Development,Sales Executive,4,Married,5676,4,31,Yes,No
36,Female,Sales,Laboratory Technician,4,Single,8561,2,35,No,No
30,Male,Research & Development,Laboratory Technician,3,Married,5520,2,7,No,No
43,Male,Human Resources,Research Scientist,4,Single,7038,3,29,No,No
31,Male,Research & Development,Laboratory Technician,1,Divorced,6299,2,38,No,No
48,Male,Sales,Laboratory Technician,5,Married,6668,4,33,No,No
21,Female,Research & Development,Sales Executive,3,Married,5671,2,7,Yes,No
56,Male,Sales,Manager,3,Divorced,9625,1,24,No,No
25,Female,Research & Development,Sales Executive,2,Married,7579,1,25,Yes,No
42,Male,Sales,Laboratory Technician,3,Single,6289,3,26,Yes,No
30,Male,Sales,Research Scientist,5,Single,8271,4,18,Yes,No
49,Male,Research & Development,Manager,1,Married,6321,2,22,No,No
55,Female,Sales,Research Scientist,2,Married,8791,3,15,No,No
55,Female,Research & Development,Human Resources,5,Married,3050,3,7,No,No
45,Female,Sales,Research Scientist,3,Married,11329,4,29,No,No
47,Female,Sales,Research Scientist,4,Single,6430,3,7,No,No
20,Male,Research & Development,Laboratory Technician,4,Married,3146,1,10,No,No
45,Female,Sales,Laboratory Technician,5,Married,7872,3,6,Yes,No
20,Female,Sales,Laboratory Technician,1,Married,9234,2,20,No,No
51,Male,Research & Development,Laboratory Technician,4,Married,3437,1,33,No,No
33,Male,Research & Development,Laboratory Technician,5,Married,4820,1,20,Yes,No
39,Female,Research & Development,Research Scientist,2,Married,8537,1,4,No,Yes
49,Male,Sales,Human Resources,3,Married,7411,2,16,Yes,No
55,Female,Sales,Laboratory Technician,1,Single,4899,4,20,No,No
25,Male,Research & Development,Human Resources,1,Single,5377,3,5,No,Yes
25,Male,Human Resources,Human Resources,2,Married,2873,3,6,No,No
23,Female,Sales,Sales Executive,1,Married,3530,1,10,Yes,Yes
31,Female,Research & Development,Sales Executive,5,Single,1817,1,17,No,No
49,Male,Sales,Manager,1,Married,5129,3,37,Yes,No
52,Female,Sales,Sales Executive,1,Divorced,7694,2,11,Yes,No
27,Male,Sales,Laboratory Technician,1,Divorced,5333,1,21,No,No
20,Male,Research & Development,Human Resources,5,Married,8791,1,2,No,No
29,Female,Sales,Manager,3,Single,4385,2,18,Yes,No
48,Male,Human Resources,Sales Executive,4,Married,2272,4,22,Yes,No
46,Male,Research & Development,Research Scientist,1,Single,8887,1,33,No,No
22,Male,Sales,Manager,2,Married,6918,4,2,No,Yes
42,Female,Research & Development,Laboratory Technician,2,Single,9068,2,22,No,No
58,Male,Sales,Human Resources,5,Married,5158,3,4,Yes,No
48,Female,Research & Development,Laboratory Technician,3,Married,9976,3,28,No,No
38,Female,Sales,Laboratory Technician,1,Married,3308,4,33,No,No
37,Male,Sales,Research Scientist,5,Married,5281,1,4,No,Yes
56,Female,Sales,Research Scientist,4,Single,7019,3,28,Yes,No
39,Female,Sales,Human Resources,3,Married,4827,2,23,No,No
21,Male,Sales,Sales Executive,3,Single,6568,1,38,No,No
30,Male,Sales,Laboratory Technician,5,Single,9119,4,20,Yes,No
59,Male,Human Resources,Sales Executive,2,Divorced,6941,4,31,Yes,No
37,Female,Sales,Human Resources,3,Married,5554,4,4,No,No
30,Female,Sales,Laboratory Technician,2,Married,9065,4,17,No,No
34,Male,Human Resources,Sales Executive,3,Married,7281,2,37,No,No
53,Male,Research & Development,Laboratory Technician,3,Married,5980,3,34,No,No
50,Male,Research & Development,Research Scientist,3,Married,5800,4,37,No,No
18,Female,Sales,Research Scientist,4,Married,5080,3,15,No,No
32,Male,Research & Development,Manager,2,Divorced,8107,3,34,No,No
30,Female,Sales,Human Resources,4,Married,8201,4,23,No,No
34,Male,Research & Development,Sales Executive,2,Married,9163,1,35,Yes,No
41,Female,Human Resources,Laboratory Technician,4,Married,7075,4,4,No,No
25,Male,Research & Development,Manager,4,Single,4639,2,8,No,No
44,Female,Sales,Human Resources,4,Married,6826,1,3,No,No
40,Male,Research & Development,Human Resources,5,Divorced,4594,4,32,No,No
25,Female,Research & Development,Human Resources,4,Single,6405,3,26,No,No
25,Male,Research & Development,Sales Executive,3,Single,9524,3,21,No,No
43,Male,Research & Development,Research Scientist,1,Married,8953,1,10,No,No
30,Male,Research & Development,Manager,4,Single,8263,2,4,No,No
56,Female,Research & Development,Sales Executive,1,Married,5943,3,9,Yes,No
54,Male,Human Resources,Laboratory Technician,1,Single,8239,2,2,No,No
45,Male,Research & Development,Sales Executive,3,Single,4398,3,14,No,No
42,Female,Sales,Laboratory Technician,1,Married,2345,1,36,No,Yes
33,Female,Research & Development,Laboratory Technician,1,Single,6679,4,39,No,No
19,Male,Sales,Human Resources,1,Married,5061,3,16,Yes,No
35,Female,Research & Development,Sales Executive,2,Married,10460,1,19,No,No
34,Male,Sales,Research Scientist,4,Married,10080,1,3,No,No
47,Female,Research & Development,Laboratory Technician,4,Married,4277,4,33,Yes,No
56,Female,Research & Development,Human Resources,1,Single,7736,4,33,Yes,No
30,Male,Sales,Research Scientist,3,Single,1063,1,30,No,No
49,Female,Research & Development,Sales Executive,2,Single,6848,3,33,No,No
46,Male,Research & Development,Research Scientist,3,Single,6784,2,2,No,No
47,Female,Sales,Sales Executive,3,Married,3517,2,27,Yes,No
35,Female,Research & Development,Laboratory Technician,1,Single,6412,4,36,No,No
30,Female,Human Resources,Manager,5,Married,3679,3,28,No,No
38,Male,Sales,Manager,1,Single,8129,1,14,No,No
47,Male,Research & Development,Laboratory Technician,5,Married,6465,2,35,No,No
38,Male,Research & Development,Research Scientist,2,Single,9731,2,34,No,No
34,Female,Human Resources,Sales Executive,5,Single,2172,3,9,Yes,No
57,Female,Research & Development,Manager,1,Married,3829,1,16,No,No
36,Female,Research & Development,Sales Executive,1,Married,4787,4,29,No,No
32,Male,Human Resources,Laboratory Technician,3,Married,7226,2,7,Yes,No
26,Female,Research & Development,Research Scientist,1,Married,6677,3,22,No,No
27,Female,Research & Development,Sales Executive,1,Married,7062,4,18,No,No
48,Female,Sales,Research Scientist,4,Married,4377,3,36,No,No
40,Male,Sales,Manager,4,Single,1242,1,35,No,No
47,Male,Research & Development,Sales Executive,3,Single,4100,3,3,Yes,No
50,Female,Research & Development,Human Resources,5,Married,9520,4,25,No,No
26,Female,Sales,Manager,5,Single,4449,1,39,Yes,Yes
18,Male,Sales,Research Scientist,4,Single,6442,2,26,No,Yes
52,Female,Research & Development,Laboratory Technician,2,Single,6152,4,12,Yes,No
28,Male,Sales,Human Resources,4,Single,6459,3,33,No,No
51,Female,Sales,Sales Executive,2,Married,2661,2,32,Yes,No
33,Male,Sales,Manager,5,Single,8045,1,25,Yes,No
26,Male,Research & Development,Sales Executive,4,Married,5751,4,19,No,No
49,Male,Research & Development,Sales Executive,1,Single,11775,1,7,Yes,No
32,Male,Sales,Human Resources,2,Married,5067,1,15,No,No
29,Male,Sales,Human Resources,2,Married,8442,3,4,Yes,No
50,Female,Research & Development,Human Resources,2,Single,5030,3,33,Yes,No
31,Male,Research & Development,Human Resources,5,Married,10798,3,26,No,No
25,Male,Research & Development,Laboratory Technician,3,Single,7826,2,35,No,No
25,Male,Sales,Research Scientist,1,Married,2786,2,3,No,No
44,Male,Research & Development,Human Resources,4,Married,9517,3,6,No,No
29,Male,Research & Development,Manager,2,Divorced,7938,2,36,No,No
18,Male,Sales,Sales Executive,5,Single,4831,4,35,No,No
57,Female,Research & Development,Human Resources,2,Single,1967,1,23,No,No
59,Male,Sales,Manager,4,Single,8994,3,14,No,No
28,Female,Sales,Laboratory Technician,1,Single,10319,1,5,No,Yes
